관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
11170-00036,별님공원,소공원,,서울특별시 용산구 문배동 11-1,37.538165,126.969201,1137,,,,,,2009-05-07,서울특별시 용산구청,02-2199-7605,2025-08-18,3020000,서울특별시 용산구
11170-00035,달님공원,소공원,,서울특별시 용산구 문배동 46,37.538428,126.969601,1195,,그네,,,,2009-05-07,서울특별시 용산구청,02-2199-7605,2025-08-18,3020000,서울특별시 용산구
11170-00034,해님공원,소공원,,서울특별시 용산구 문배동 45,37.539145,126.970123,1255,,그네,,,,2009-05-07,서울특별시 용산구청,02-2199-7605,2025-08-18,3020000,서울특별시 용산구
11410-00010,궁뜰,어린이공원,,서울특별시 서대문구 연희동 123-5,37.56901942,126.9304024,983.8,체력단련시설 3기,조합놀이대 1기+그네 1기+모래밭 1기+사닥다리 1기,,,,1967-01-21,서울특별시 서대문구청,02-330-1714,2025-08-22,3120000,서울특별시 서대문구
11410-00041,거꾸로,어린이공원,,서울특별시 서대문구 북가좌동 338-21,37.58503469,126.9132171,1125.3,체력단련시설 5기,기타 6기,음수대 1개소,,,2010-05-13,서울특별시 서대문구청,02-330-1714,2025-08-22,3120000,서울특별시 서대문구
11410-00028,갈매연,어린이공원,,서울특별시 서대문구 남가좌동 377,37.57849412,126.9173896,1653,체력단련시설 3기,조합놀이대 2기+그네 1기+모래밭 1기+시소 1기+기타 2기,음수대 1개소,,,1994-09-10,서울특별시 서대문구청,02-330-1714,2025-08-22,3120000,서울특별시 서대문구
11410-00027,가좌,어린이공원,,서울특별시 서대문구 남가좌동 376-4,37.57584995,126.9205374,1665,체력단련시설 3기,조합놀이대 1기,,,,1993-05-07,서울특별시 서대문구청,02-330-1714,2025-08-22,3120000,서울특별시 서대문구
11410-00047,가재울,어린이공원,,서울특별시 서대문구 남가좌동 385-2,37.57309232,126.9191177,9508,배드민턴장 1개소+체력단련시설 3기,조합놀이대 1기+기타 3기,음수대 2개소,,,2007-04-12,서울특별시 서대문구청,02-330-1714,2025-08-22,3120000,서울특별시 서대문구
11410-00063,홍제제3구역 소공원,소공원,,서울특별시 서대문구 홍제동 237-2,37.58920185,126.9461696,2922,체력단련시설,,,,,,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00062,홍제2구역,소공원,,서울특별시 서대문구 홍제동 156-145,37.589198,126.946179,188,,,앉음벽,,,,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00061,홍은6구역2,소공원,,서울특별시 서대문구 홍은동 15-27,37.59943376,126.9443681,299,체력단련시설,,,,,,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00060,홍은6구역1,소공원,,서울특별시 서대문구 홍은동 13-39,37.60062119,126.9444938,396,,,파고라,,,,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00059,홍은1구역,소공원,,서울특별시 서대문구 홍은동 97-9,37.59276486,126.9407005,841,평의자 등,,,,,,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00058,홍은14구역,소공원,,서울특별시 서대문구 홍은동 24-12,37.59278,126.940705,1371,벽천 체력단련시설,,파고라,,,,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00040,홍은3,소공원,,서울특별시 서대문구 홍은동 산1-549,37.59965931,126.9433995,747,,,,,,2007-12-06,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00043,한울,소공원,,서울특별시 서대문구 남가좌동 382-5,37.57084404,126.9165656,1006,,,,,,2007-04-12,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00045,하늘,소공원,,서울특별시 서대문구 홍은동 445-3,37.571701,126.91542,1375,체력단련시설 4기,,,,,2007-06-07,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00057,연가,소공원,,서울특별시 서대문구 남가좌동 388-7,37.58070936,126.9196879,402,플랜터 등,,등의자+ 파고라,,,,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00052,아현역,소공원,,서울특별시 서대문구 북아현동136-3,37.58076,126.919715,563,,,,,,2008-02-05,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00036,아름다운,소공원,,서울특별시 서대문구 홍제동 469-1,37.58485193,126.9471888,441.5,,,,,,2006-05-04,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00042,문화,소공원,,서울특별시 서대문구 홍제동 280-2,37.59467058,126.948759,1456,배드민턴장 1개소,,,,,2010-05-13,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00044,무궁화,소공원,,서울특별시 서대문구 홍제동 451-1,37.594565,126.94881,672,체력단련시설 4기,,,,,2008-07-31,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00053,남가좌동소공원,소공원,,서울특별시 서대문구 남가좌동 388-7,37.58070936,126.9196879,402,,,파고라 1조,,,,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00031,기차길옆,소공원,,서울특별시 서대문구 합동 118-1,37.56222543,126.9653523,381.3,,,,,,2000-06-04,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00056,구청3별관,소공원,,서울특별시 서대문구 연희동 169-32,37.57944097,126.9359587,357,,,,,,,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00001,창천,문화공원,,서울특별시 서대문구 창천동 57-18,37.55685968,126.935118,2326.9,,,화장실 1개소,,,1938-11-08,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00032,독립문,문화공원,,서울특별시 서대문구 영천동 265,37.556869,126.935113,2635,체력단련시설 4기,바닥분수,화장실 1개소,,,,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00004,대현,문화공원,,서울특별시 서대문구 대현동 146,37.55779769,126.9454775,3063.9,,,시계탑 1기,야외음악당 1개소,,1940-03-12,서울특별시 서대문구청,02-330-1749,2025-08-22,3120000,서울특별시 서대문구
11410-00030,홍제,근린공원,,서울특별시 서대문구 홍제동 454-2,37.59485485,126.9530472,9888,배드민턴장 1개소+체력단련시설 11기,조합놀이대 1기+시소 1기+기타 3기,,,,1998-12-01,서울특별시 서대문구청,02-330-1965,2025-08-22,3120000,서울특별시 서대문구
11230-00029,텃골,근린공원,,서울특별시 동대문구 전농동 553-1,37.5775463,127.051609,5282.7,,,,,,2007-04-24,서울특별시 동대문구청,02-2127-4775,2025-06-09,3050000,서울특별시 동대문구
11230-00028,용두,근린공원,,서울특별시 동대문구 용두동 34-1,37.57324573,127.0401114,17182,,,,야외공연장,,2006-11-09,서울특별시 동대문구청,02-2127-4775,2025-06-09,3050000,서울특별시 동대문구
11230-00027,방아다리,어린이공원,,서울특별시 동대문구 제기동 132-1,37.5851297,127.034885,1537,,,,,,2006-02-02,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00026,용두희망,어린이공원,,서울특별시 동대문구 용두동 715,37.58018269,127.0267395,1291,,,,,,2004-11-20,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00025,동산,어린이공원,,서울특별시 동대문구 답십리동 998-1,37.5668782,127.0575108,1359.2,,,,,,2002-05-11,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00024,아름,어린이공원,,서울특별시 동대문구 휘경동 43-275,37.5868279,127.0693157,1116,,,,,,2000-07-31,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00023,장일,어린이공원,,서울특별시 동대문구 장안동 164-1,37.5698546,127.0651081,992,,,,,,2000-07-31,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00022,용머리,어린이공원,,서울특별시 동대문구 용두동 696-8,37.57276909,127.0365661,738.5,,,,,,2000-07-31,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00021,이슬,어린이공원,,서울특별시 동대문구 장안동 190-62,37.5678099,127.0635673,336,,,,,,2000-07-31,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00020,미리내,어린이공원,,서울특별시 동대문구 장안동 93-29,37.5806911,127.0717358,833,,,,,,2000-07-31,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00019,배봉산,근린공원,,서울특별시 동대문구 전농동 산32-20,37.58121225,127.0675943,232813.7,,,,야외공연장,,1997-12-24,서울특별시 동대문구청,02-2127-4772,2025-06-09,3050000,서울특별시 동대문구
11230-00018,답십리,근린공원,,서울특별시 동대문구 답십리동 산2-9,37.57332011,127.0638172,160857.6,,,,,,1996-06-19,서울특별시 동대문구청,02-2127-4775,2025-06-09,3050000,서울특별시 동대문구
11230-00017,홍릉,근린공원,,서울특별시 동대문구 청량리동 산1-145,37.58958379,127.0435376,102920,,,,정보화도서관,,1994-04-26,서울특별시 동대문구청,02-2127-4398,2025-06-09,3050000,서울특별시 동대문구
11230-00016,천장,어린이공원,,서울특별시 동대문구 이문동 264-181,37.59889444,127.0538436,1656,,,,,,1991-08-30,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00015,샛별,어린이공원,,서울특별시 동대문구 장안동 379,37.5678428,127.0674928,1652.9,,,,,,1991-08-30,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00014,장미,어린이공원,,서울특별시 동대문구 장안동 386,37.5716162,127.0691872,1652.8,,,,,,1991-08-30,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00013,미나리,어린이공원,,서울특별시 동대문구 장안동 449,37.5638584,127.067902,1636.3,,,,,,1991-08-30,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00012,장평,근린공원,,서울특별시 동대문구 장안동 356,37.56748813,127.0737398,15698.4,,,,,,1990-09-06,서울특별시 동대문구청,02-2127-4775,2025-06-09,3050000,서울특별시 동대문구
11230-00011,장안,근린공원,,서울특별시 동대문구 장안동 300,37.57716529,127.0709026,14744.8,,,,독서실,,1988-10-06,서울특별시 동대문구청,02-2127-4775,2025-06-09,3050000,서울특별시 동대문구
11230-00010,쉼터,어린이공원,,서울특별시 동대문구 답십리동 952-5,37.56484697,127.0593171,1695,,,,,,1978-06-12,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00009,이삭,어린이공원,,서울특별시 동대문구 전농동 675,37.57874969,127.0495026,354.2,,,,,,1978-05-12,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00008,한내,어린이공원,,서울특별시 동대문구 장안동 348,37.56789456,127.0711623,1617.2,,,,,,1976-06-25,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00007,늘봄,어린이공원,,서울특별시 동대문구 장안동 343,37.5713224,127.0725893,1659.2,,,,,,1976-06-25,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00006,늘푸른,어린이공원,,서울특별시 동대문구 장안동 303,37.57618959,127.0715754,1653.1,,,,,,1976-06-25,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00005,마로니에,어린이공원,,서울특별시 동대문구 장안동 325,37.5749393,127.0737198,1656.2,,,,,,1976-06-25,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00004,안골,어린이공원,,서울특별시 동대문구 장안동 402,37.56526436,127.0643819,1652.3,,,,,,1976-06-25,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00003,느티나무,어린이공원,,서울특별시 동대문구 용두동 138-61,37.57898555,127.032565,1719,,,,,,1976-03-11,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00046,용두6구역,소공원,,서울특별시 동대문구 용두동 765-12,37.5789782,127.026565,1865,,,,,,2008-04-10,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00045,용두5구역,어린이공원,,서울특별시 동대문구 용두동 795-2,37.57114658,127.0285473,4063,,,,,,2007-06-21,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00044,휘경마당,소공원,,서울특별시 동대문구 휘경동 375-1,37.59108223,127.0611301,654,,,,,,2005-12-22,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00043,장이,소공원,,서울특별시 동대문구 장안동 587-1,37.57441814,127.0705664,1403.6,,,,,,2010-07-22,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00042,휘경,어린이공원,,서울특별시 동대문구 휘경동 372-2,37.59351092,127.0678028,3426.3,,,,,,2006-10-19,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00041,새움,어린이공원,,서울특별시 동대문구 답십리동 1009-1,37.57076016,127.0486741,2107,,,,,,2006-04-06,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00040,샛말,어린이공원,,서울특별시 동대문구 전농동 695-1,37.57749,127.0501308,2545,,,,,,2008-09-11,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00039,솔바람,소공원,,서울특별시 동대문구 용두동 794-1,37.57991757,127.030411,1763.2,,,,,,2015-04-16,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00038,진달래,어린이공원,,서울특별시 동대문구 휘경동 49-384,37.58449851,127.0686626,2345,,,,,,2014-12-04,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00037,내길,소공원,,서울특별시 동대문구 휘경동 368-4,37.59029026,127.0650995,514.9,,,,,,2012-09-27,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00036,선농단,역사공원,,서울특별시 동대문구 제기동 274-1,37.58118377,127.0318885,3933,,,,,,2012-08-23,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00035,아름드리,어린이공원,,서울특별시 동대문구 전농동 688-7,37.57902483,127.0596823,2626.5,,,,,,2011-06-15,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00034,작은언덕,소공원,,서울특별시 동대문구 회기동 351-6,37.5893275,127.0540547,400,,,,,,2011-05-30,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00033,꿈동산,어린이공원,,서울특별시 동대문구 답십리동 1002-1,37.57329025,127.0458182,1570.7,,,,,,2010-08-12,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00032,휘봉,어린이공원,,서울특별시 동대문구 휘경동 43-275,37.58689393,127.069321,1398,,,,,,2010-05-13,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00031,장령당,소공원,,서울특별시 동대문구 답십리동 1004-4,37.5697319,127.0534939,1424.1,,,,,,2007-11-01,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00030,새샘,근린공원,,서울특별시 동대문구 답십리동 294-69,37.5689696,127.0549292,8910.1,,,,,,2007-11-01,서울특별시 동대문구청,02-2127-4775,2025-06-09,3050000,서울특별시 동대문구
11530-00046,솔길,어린이공원,,서울특별시 구로구 구로동 391-1,37.48918401,126.8804792,1999,체력단련시설 5점,그네 1기+모래밭 1기+조합놀이 2기,,,,1981-03-10,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00045,미래사랑,어린이공원,,서울특별시 구로구 신도림동 314-2,37.50984705,126.8890762,5870,체력단련시설 5점,조합놀이 1기,,,,2004-02-16,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00044,애경,어린이공원,,서울특별시 구로구 구로동 501-22,37.500156,126.8846598,2996,체력단련시설 6점,그네 1기+조합놀이 1기,,,,2002-10-09,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00043,구로리,어린이공원,,서울특별시 구로구 구로동 139-82,37.4904165,126.891578,7782,체력단련시설 9점,그네 1기+모래밭 1기+시소 2기+조합놀이 1기,,,,1977-11-19,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00042,신도림,어린이공원,,서울특별시 구로구 신도림동 646-1,37.51070916,126.8883753,2292,체력단련시설 6점,조합놀이 1기,,,,2000-04-07,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00041,화원,어린이공원,,서울특별시 구로구 구로동 478-1,37.49791653,126.8804405,4544,체력단련시설 5점,모래밭 1기+시소 1기+조합놀이 1기,,,,1981-03-10,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00040,온수,어린이공원,,서울특별시 구로구 온수동 73-5,37.494631,126.8177077,475,체력단련시설 2점,모래밭 1기+시소 1기+조합놀이 1기,,,,1978-06-07,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00039,수른,어린이공원,,서울특별시 구로구 궁동 279-6,37.49794413,126.829601,332,체력단련시설 2점,조합놀이 1기,,,,1991-05-29,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00038,삭새,어린이공원,,서울특별시 구로구 궁동 237-6,37.496337,126.825012,2077,체력단련시설 11점,모래밭 1기+조합놀이 1기,,,,1979-08-30,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00037,삼각,어린이공원,,서울특별시 구로구 구로동 47,37.50135772,126.8920128,2633.5,체력단련시설 3점,그네 1기+모래밭 1기+시소 1기+조합놀이 1기,,,,1982-07-08,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00036,희망,어린이공원,,서울특별시 구로구 구로동 745-74,37.48703809,126.886243,669,체력단련시설 3점,그네 1기+조합놀이 1기,,,,1965-07-08,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00035,환경,어린이공원,,서울특별시 구로구 구로동 797-1,37.48502191,126.888408,528,체력단련시설 2점,시소 1기+조합놀이 1기,,,,1990-10-22,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00034,꿈마을,어린이공원,,서울특별시 구로구 구로동 777-1,37.487173,126.8901545,909,체력단련시설 6점,모래밭 1기+시소1기+조합놀이 1기,,,,1970-03-18,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00033,도레미,어린이공원,,서울특별시 구로구 고척동 331-1,37.508017,126.852322,326.3,체력단련시설 3점,조합놀이 1기,,,,1970-03-18,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00032,골목,어린이공원,,서울특별시 구로구 고척동 224-3,37.507017,126.853545,266,체력단련시설 2점,그네 1기+모래밭 1기+조합놀이 1기,,,,1978-09-05,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00031,능골,어린이공원,,서울특별시 구로구 고척동 220-3,37.506852,126.854254,357,체력단련시설 6점,시소 1기+조합놀이 1기,,,,1979-05-03,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00030,오금,어린이공원,,서울특별시 구로구 고척동 57-22,37.505038,126.866221,348,체력단련시설 3점,모래밭 1기+조합놀이 1기,,,,1980-07-26,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00029,가린열,어린이공원,,서울특별시 구로구 개봉동 458-4,37.500611,126.8542042,332.9,체력단련시설 3점,조합놀이 1기,,,,1979-08-30,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00028,절골,어린이공원,,서울특별시 구로구 개봉동 312-25,37.482821,126.851652,369,체력단련시설 4점,모래밭 1기+조합놀이 1기,,,,1978-11-22,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00027,소막골,어린이공원,,서울특별시 구로구 개봉동 271-17,37.48853123,126.852386,516,체력단련시설 3점,조합놀이 1기,,,,1978-06-13,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00026,개웅,어린이공원,,서울특별시 구로구 개봉동 340-8,37.489928,126.852866,1797.4,체력단련시설 3점,모래밭 1기+시소 1기+조합놀이 2기,화장실 1개소,,,1970-09-20,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00025,개봉,기타,,서울특별시 구로구 개봉동 492-1,37.49958755,126.849609,3684.6,,,,,,2016-12-30,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00024,항동,체육공원,,서울특별시 구로구 항동 162,37.47613508,126.8220008,12813,체력단련시설 21점,,,,,2010-05-26,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00023,고척,문화공원,,서울특별시 구로구 고척동 100,37.49813087,126.8585712,3733,,,,,,2018-06-01,서울특별시 구로구청,02-860-2396,2025-05-29,3160000,서울특별시 구로구
11530-00022,오류역,문화공원,,서울특별시 구로구 오류동 299-29,37.49463217,126.8455221,7510,,,,,,2013-08-28,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11530-00021,대성디큐브시티,문화공원,,서울특별시 구로구 신도림동 692-1,37.50923794,126.8902377,3322,,,,,,2006-05-04,서울특별시 구로구청,02-860-3090,2025-05-29,3160000,서울특별시 구로구
11710-00024,송파,근린공원,서울특별시 송파구 송파대로42길 29,서울특별시 송파구 송파동 113,37.50633354,127.110451,6621.2,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00022,소리,근린공원,서울특별시 송파구 법원로5길 3,서울특별시 송파구 문정동 357,37.48161162,127.1199678,36638.3,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00020,삼전,근린공원,서울특별시 송파구 백제고분로32길 630,서울특별시 송파구 삼전동 62-1,37.50179286,127.0933328,6607.6,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00019,뽕나무,근린공원,,서울특별시 송파구 잠실동 19-3,37.51397635,127.0816397,11704.9,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00017,백토,근린공원,서울특별시 송파구 양재대로72길 478,서울특별시 송파구 오금동 6,37.50811694,127.132113,10024.1,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00016,방이,근린공원,서울특별시 송파구 백제고분로 489,서울특별시 송파구 방이동 52,37.51435318,127.1136443,6930.1,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00015,문정,근린공원,,서울특별시 송파구 문정동 18-4 외,37.486486,127.128916,49972,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00014,목련,근린공원,서울특별시 송파구 동남로24길 25,서울특별시 송파구 오금동 156,37.499035,127.138842,8127.4,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00013,매미,근린공원,,서울특별시 송파구 잠실동 35-4,37.50934354,127.0887161,8012.3,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00012,마천,근린공원,서울특별시 송파구 성내천로23길 12,서울특별시 송파구 마천동 11,37.50128584,127.1456483,10962.5,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00010,동산,근린공원,,서울특별시 송파구 송파동 120,37.506226,127.1145005,5660.8,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00009,누에머리,근린공원,서울특별시 송파구 동남로30길 29,서울특별시 송파구 오금동 110,37.50381027,127.141799,18607.5,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00007,글샘작은,근린공원,,서울특별시 송파구 문정동 631,37.477494,127.1212146,10209.9,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00006,글샘,근린공원,,"서울특별시 송파구 문정동 621,625",37.48044523,127.1205075,27289.9,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00005,건너말,근린공원,서울특별시 송파구 중대로10길 29,서울특별시 송파구 가락동 110,37.491603,127.123473,11327.8,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00004,거여,근린공원,서울특별시 송파구 오금로51길 20,서울특별시 송파구 거여동 11,37.497007,127.140981,16185.1,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00003,개롱,근린공원,서울특별시 송파구 동남로 178,서울특별시 송파구 가락동 195,37.493407,127.130026,21544.4,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00002,개나리,근린공원,,서울특별시 송파구 잠실동 44-6,37.507553,127.0941112,6669.1,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11710-00001,가락,근린공원,서울특별시 송파구 양재대로64길 42,서울특별시 송파구 가락동 37,37.498469,127.125124,27648.2,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구
11230-00049,한별,어린이공원,,서울특별시 동대문구 용두동 795-1,37.571552,127.0281015,1857.2,,,,,,2010-09-30,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00049,푸르미르,기타(가로공원),,서울특별시 동대문구 용두동 798-2,37.57786417,127.0431956,3303.9,,,,,,2009-02-19,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11230-00048,간데메,근린공원,,서울특별시 동대문구 답십리동 471,37.57278098,127.0490643,15179.7,,,,,,1997-03-03,서울특별시 동대문구청,02-2127-4398,2025-06-09,3050000,서울특별시 동대문구
11230-00047,용두6구역 대체공원,소공원,,서울특별시 동대문구 답십리동 53-43,37.57234275,127.0583286,142,,,,,,2020-03-26,서울특별시 동대문구청,02-2127-4776,2025-06-09,3050000,서울특별시 동대문구
11170-00049,효창6소공원,소공원,,서울특별시 용산구 효창동 3-209,37.54826911,126.9631111,880.5,,"정자,그네",,,,2018-11-02,서울특별시 용산구청,02-2199-7602,2025-08-18,3020000,서울특별시 용산구
11170-00048,녹색소공원,소공원,,서울특별시 용산구 효창동 287-6,37.53937577,126.9625188,1569.9,,,,,,2012-10-19,서울특별시 용산구청,02-2199-7605,2025-08-18,3020000,서울특별시 용산구
11170-00047,우정소공원,소공원,,서울특별시 용산구 효창동 287-2,37.540454,126.9640942,806.1,,,,,,2012-10-19,서울특별시 용산구청,02-2199-7605,2025-08-18,3020000,서울특별시 용산구
